1.42E+01,3.06E+00,5.64E+00,3.92E+00,1.07E+03,0
1.32E+01,2.76E+00,4.38E+00,3.40E+00,1.05E+03,0
1.32E+01,3.24E+00,5.68E+00,3.17E+00,1.19E+03,0
1.44E+01,3.49E+00,7.80E+00,3.45E+00,1.48E+03,0
1.32E+01,2.69E+00,4.32E+00,2.93E+00,7.35E+02,0
1.42E+01,3.39E+00,6.75E+00,2.85E+00,1.45E+03,0
1.44E+01,2.52E+00,5.25E+00,3.58E+00,1.29E+03,0
1.41E+01,2.51E+00,5.05E+00,3.58E+00,1.30E+03,0
1.48E+01,2.98E+00,5.20E+00,2.85E+00,1.05E+03,0
1.39E+01,3.15E+00,7.22E+00,3.55E+00,1.05E+03,0
1.41E+01,3.32E+00,5.75E+00,3.17E+00,1.51E+03,0
1.41E+01,2.43E+00,5.00E+00,2.82E+00,1.28E+03,0
1.38E+01,2.76E+00,5.60E+00,2.90E+00,1.32E+03,0
1.48E+01,3.69E+00,5.40E+00,2.73E+00,1.15E+03,0
1.44E+01,3.64E+00,7.50E+00,3.00E+00,1.55E+03,0
1.36E+01,2.91E+00,7.30E+00,2.88E+00,1.31E+03,0
1.43E+01,3.14E+00,6.20E+00,2.65E+00,1.28E+03,0
1.38E+01,3.40E+00,6.60E+00,2.57E+00,1.13E+03,0
1.42E+01,3.93E+00,8.70E+00,2.82E+00,1.68E+03,0
1.36E+01,3.03E+00,5.10E+00,3.36E+00,8.45E+02,0
1.41E+01,3.17E+00,5.65E+00,3.71E+00,7.80E+02,0
1.29E+01,2.41E+00,4.50E+00,3.52E+00,7.70E+02,0
1.37E+01,2.88E+00,3.80E+00,4.00E+00,1.04E+03,0
1.28E+01,2.37E+00,3.93E+00,3.63E+00,1.02E+03,0
1.35E+01,2.61E+00,3.52E+00,3.82E+00,8.45E+02,0
1.31E+01,2.68E+00,3.58E+00,3.20E+00,8.30E+02,0
1.34E+01,2.94E+00,4.80E+00,3.22E+00,1.20E+03,0
1.33E+01,2.19E+00,3.95E+00,2.77E+00,1.29E+03,0
1.39E+01,2.97E+00,4.50E+00,3.40E+00,9.15E+02,0
1.40E+01,2.33E+00,4.70E+00,3.59E+00,1.04E+03,0
1.37E+01,3.25E+00,5.70E+00,2.71E+00,1.29E+03,0
1.36E+01,3.19E+00,6.90E+00,2.88E+00,1.52E+03,0
1.37E+01,2.69E+00,3.84E+00,2.87E+00,9.90E+02,0
1.38E+01,2.74E+00,5.40E+00,3.00E+00,1.24E+03,0
1.35E+01,2.53E+00,4.20E+00,2.87E+00,1.10E+03,0
1.35E+01,2.98E+00,5.10E+00,3.47E+00,9.20E+02,0
1.33E+01,2.68E+00,4.60E+00,2.78E+00,8.80E+02,0
1.31E+01,2.43E+00,4.25E+00,2.51E+00,1.11E+03,0
1.31E+01,2.64E+00,3.70E+00,2.69E+00,1.02E+03,0
1.42E+01,3.04E+00,5.10E+00,3.53E+00,7.60E+02,0
1.36E+01,3.29E+00,6.13E+00,3.38E+00,7.95E+02,0
1.34E+01,2.68E+00,4.28E+00,3.00E+00,1.04E+03,0
1.39E+01,3.56E+00,5.43E+00,3.56E+00,1.10E+03,0
1.32E+01,2.63E+00,4.36E+00,3.00E+00,6.80E+02,0
1.31E+01,3.00E+00,5.04E+00,3.35E+00,8.85E+02,0
1.42E+01,2.65E+00,5.24E+00,3.33E+00,1.08E+03,0
1.44E+01,3.17E+00,4.90E+00,3.44E+00,1.07E+03,0
1.39E+01,3.39E+00,6.10E+00,3.33E+00,9.85E+02,0
1.41E+01,2.92E+00,6.20E+00,2.75E+00,1.06E+03,0
1.39E+01,3.54E+00,8.90E+00,3.10E+00,1.26E+03,0
1.31E+01,3.27E+00,7.20E+00,2.91E+00,1.15E+03,0
1.38E+01,2.99E+00,5.60E+00,3.37E+00,1.27E+03,0
1.38E+01,3.74E+00,7.05E+00,3.26E+00,1.19E+03,0
1.38E+01,2.79E+00,6.30E+00,2.93E+00,1.38E+03,0
1.37E+01,2.90E+00,5.85E+00,3.20E+00,1.06E+03,0
1.36E+01,2.78E+00,6.25E+00,3.03E+00,1.12E+03,0
1.42E+01,3.00E+00,6.38E+00,3.31E+00,9.70E+02,0
1.33E+01,3.23E+00,6.00E+00,2.84E+00,1.27E+03,0
1.37E+01,3.67E+00,6.80E+00,2.87E+00,1.29E+03,0
1.24E+01,5.70E-01,1.95E+00,1.82E+00,5.20E+02,1
1.23E+01,1.09E+00,3.27E+00,1.67E+00,6.80E+02,1
1.26E+01,1.41E+00,5.75E+00,1.59E+00,4.50E+02,1
1.37E+01,1.79E+00,3.80E+00,2.46E+00,6.30E+02,1
1.24E+01,3.10E+00,4.45E+00,2.87E+00,4.20E+02,1
1.22E+01,1.75E+00,2.95E+00,2.23E+00,3.55E+02,1
1.24E+01,2.65E+00,4.60E+00,2.30E+00,6.78E+02,1
1.31E+01,3.18E+00,5.30E+00,3.18E+00,5.02E+02,1
1.24E+01,2.00E+00,4.68E+00,3.48E+00,5.10E+02,1
1.33E+01,1.30E+00,3.17E+00,1.93E+00,7.50E+02,1
1.22E+01,1.28E+00,2.85E+00,3.07E+00,7.18E+02,1
1.23E+01,1.02E+00,3.05E+00,1.82E+00,8.70E+02,1
1.39E+01,2.86E+00,3.38E+00,3.16E+00,4.10E+02,1
1.35E+01,1.84E+00,3.74E+00,2.78E+00,4.72E+02,1
1.30E+01,2.89E+00,3.35E+00,3.50E+00,9.85E+02,1
1.20E+01,2.14E+00,3.21E+00,3.13E+00,8.86E+02,1
1.17E+01,1.57E+00,3.80E+00,2.14E+00,4.28E+02,1
1.30E+01,2.03E+00,4.60E+00,2.48E+00,3.92E+02,1
1.18E+01,1.32E+00,2.65E+00,2.52E+00,5.00E+02,1
1.23E+01,1.85E+00,3.40E+00,2.31E+00,7.50E+02,1
1.27E+01,2.55E+00,2.57E+00,3.13E+00,4.63E+02,1
1.20E+01,2.26E+00,2.50E+00,3.12E+00,2.78E+02,1
1.27E+01,2.53E+00,3.90E+00,3.14E+00,7.14E+02,1
1.21E+01,1.58E+00,2.20E+00,2.72E+00,6.30E+02,1
1.31E+01,1.59E+00,4.80E+00,2.01E+00,5.15E+02,1
1.18E+01,2.21E+00,3.05E+00,3.08E+00,5.20E+02,1
1.27E+01,1.94E+00,2.62E+00,3.16E+00,4.50E+02,1
1.22E+01,1.69E+00,2.45E+00,2.26E+00,4.95E+02,1
1.17E+01,1.61E+00,2.60E+00,3.21E+00,5.62E+02,1
1.16E+01,1.69E+00,2.80E+00,2.75E+00,6.80E+02,1
1.21E+01,1.59E+00,1.74E+00,3.21E+00,6.25E+02,1
1.21E+01,1.50E+00,2.40E+00,2.27E+00,4.80E+02,1
1.20E+01,1.25E+00,3.60E+00,2.65E+00,4.50E+02,1
1.27E+01,1.46E+00,3.05E+00,2.06E+00,4.95E+02,1
1.23E+01,2.25E+00,2.15E+00,3.30E+00,2.90E+02,1
1.16E+01,2.26E+00,3.25E+00,2.96E+00,3.45E+02,1
1.25E+01,2.27E+00,2.60E+00,2.63E+00,9.37E+02,1
1.18E+01,9.90E-01,2.50E+00,2.26E+00,6.25E+02,1
1.23E+01,2.50E+00,2.90E+00,2.74E+00,4.28E+02,1
1.24E+01,3.75E+00,4.50E+00,2.77E+00,6.60E+02,1
1.23E+01,2.99E+00,2.30E+00,2.83E+00,4.06E+02,1
1.21E+01,2.17E+00,3.30E+00,2.96E+00,7.10E+02,1
1.26E+01,1.36E+00,2.45E+00,2.77E+00,5.62E+02,1
1.23E+01,2.11E+00,2.80E+00,3.38E+00,4.38E+02,1
1.18E+01,1.64E+00,2.06E+00,2.44E+00,4.15E+02,1
1.25E+01,1.92E+00,2.94E+00,3.57E+00,6.72E+02,1
1.24E+01,1.84E+00,2.70E+00,3.30E+00,3.15E+02,1
1.23E+01,2.03E+00,3.40E+00,3.17E+00,5.10E+02,1
1.27E+01,1.76E+00,3.30E+00,2.42E+00,4.88E+02,1
1.22E+01,2.04E+00,2.70E+00,3.02E+00,3.12E+02,1
1.16E+01,2.92E+00,2.65E+00,3.26E+00,6.80E+02,1
1.15E+01,2.58E+00,2.90E+00,2.81E+00,5.62E+02,1
1.25E+01,2.27E+00,2.00E+00,2.78E+00,3.25E+02,1
1.18E+01,2.03E+00,3.80E+00,2.50E+00,6.07E+02,1
1.14E+01,2.01E+00,3.08E+00,2.31E+00,4.34E+02,1
1.21E+01,2.29E+00,2.90E+00,3.19E+00,3.85E+02,1
1.10E+01,2.17E+00,1.90E+00,2.87E+00,4.07E+02,1
1.18E+01,1.60E+00,1.95E+00,3.33E+00,4.95E+02,1
1.24E+01,2.09E+00,2.06E+00,2.96E+00,3.45E+02,1
1.28E+01,1.25E+00,3.40E+00,2.12E+00,3.72E+02,1
1.20E+01,1.64E+00,1.28E+00,3.05E+00,5.64E+02,1
1.14E+01,2.79E+00,3.25E+00,3.39E+00,6.25E+02,1
1.16E+01,5.08E+00,6.00E+00,3.69E+00,4.65E+02,1
1.24E+01,2.13E+00,2.08E+00,3.12E+00,3.65E+02,1
1.31E+01,2.65E+00,2.60E+00,3.10E+00,3.80E+02,1
1.19E+01,3.03E+00,2.80E+00,3.64E+00,3.80E+02,1
1.21E+01,2.65E+00,2.76E+00,3.28E+00,3.78E+02,1
1.24E+01,3.15E+00,3.94E+00,2.84E+00,3.52E+02,1
1.18E+01,2.24E+00,3.00E+00,2.44E+00,4.66E+02,1
1.24E+01,2.45E+00,2.12E+00,2.78E+00,3.42E+02,1
1.20E+01,1.75E+00,2.60E+00,2.57E+00,5.80E+02,1
1.29E+01,1.25E+00,4.10E+00,1.29E+00,6.30E+02,2
1.29E+01,1.22E+00,5.40E+00,1.42E+00,5.30E+02,2
1.28E+01,1.09E+00,5.70E+00,1.36E+00,5.60E+02,2
1.27E+01,1.20E+00,5.00E+00,1.29E+00,6.00E+02,2
1.25E+01,5.80E-01,5.45E+00,1.51E+00,6.50E+02,2
1.26E+01,6.60E-01,7.10E+00,1.58E+00,6.95E+02,2
1.23E+01,4.70E-01,3.85E+00,1.27E+00,7.20E+02,2
1.25E+01,6.00E-01,5.00E+00,1.69E+00,5.15E+02,2
1.35E+01,4.80E-01,5.70E+00,1.82E+00,5.80E+02,2
1.28E+01,6.00E-01,4.92E+00,2.15E+00,5.90E+02,2
1.29E+01,5.00E-01,4.60E+00,2.31E+00,6.00E+02,2
1.34E+01,5.00E-01,5.60E+00,2.47E+00,7.80E+02,2
1.35E+01,5.20E-01,4.35E+00,2.06E+00,5.20E+02,2
1.36E+01,8.00E-01,4.40E+00,2.05E+00,5.50E+02,2
1.23E+01,7.80E-01,8.21E+00,2.00E+00,8.55E+02,2
1.32E+01,5.50E-01,4.00E+00,1.68E+00,8.30E+02,2
1.39E+01,3.40E-01,4.90E+00,1.33E+00,4.15E+02,2
1.29E+01,6.50E-01,7.65E+00,1.86E+00,6.25E+02,2
1.33E+01,7.60E-01,8.42E+00,1.62E+00,6.50E+02,2
1.31E+01,1.39E+00,9.40E+00,1.33E+00,5.50E+02,2
1.35E+01,1.57E+00,8.60E+00,1.30E+00,5.00E+02,2
1.28E+01,1.36E+00,1.08E+01,1.47E+00,4.80E+02,2
1.31E+01,1.28E+00,7.10E+00,1.33E+00,4.25E+02,2
1.32E+01,8.30E-01,1.05E+01,1.51E+00,6.75E+02,2
1.26E+01,5.80E-01,7.60E+00,1.55E+00,6.40E+02,2
1.32E+01,6.30E-01,7.90E+00,1.48E+00,7.25E+02,2
1.38E+01,8.30E-01,9.01E+00,1.64E+00,4.80E+02,2
1.24E+01,5.80E-01,7.50E+00,1.73E+00,8.80E+02,2
1.43E+01,1.31E+00,1.30E+01,1.96E+00,6.60E+02,2
1.35E+01,1.10E+00,1.18E+01,1.78E+00,6.20E+02,2
1.24E+01,9.20E-01,7.65E+00,1.58E+00,5.20E+02,2
1.37E+01,5.60E-01,5.88E+00,1.82E+00,6.80E+02,2
1.28E+01,6.00E-01,5.58E+00,2.11E+00,5.70E+02,2
1.30E+01,7.00E-01,5.28E+00,1.75E+00,6.75E+02,2
1.38E+01,6.80E-01,9.58E+00,1.68E+00,6.15E+02,2
1.37E+01,4.70E-01,6.62E+00,1.75E+00,5.20E+02,2
1.34E+01,9.20E-01,1.07E+01,1.56E+00,6.95E+02,2
1.28E+01,6.60E-01,1.03E+01,1.75E+00,6.85E+02,2
1.36E+01,8.40E-01,8.66E+00,1.80E+00,7.50E+02,2
1.34E+01,9.60E-01,8.50E+00,1.92E+00,6.30E+02,2
1.22E+01,4.90E-01,5.50E+00,1.83E+00,5.10E+02,2
1.28E+01,5.10E-01,9.90E+00,1.63E+00,4.70E+02,2
1.42E+01,7.00E-01,9.70E+00,1.71E+00,6.60E+02,2
1.37E+01,6.10E-01,7.70E+00,1.74E+00,7.40E+02,2
1.34E+01,7.50E-01,7.30E+00,1.56E+00,7.50E+02,2
1.33E+01,6.90E-01,1.02E+01,1.56E+00,8.35E+02,2
1.32E+01,6.80E-01,9.30E+00,1.62E+00,8.40E+02,2
1.41E+01,7.60E-01,9.20E+00,1.60E+00,5.60E+02,2
